"","id","quality","severity","patch","number","week","lognum"
"915",15,"poor","slowdrying","slowincrease",0,16,0
"916",16,"poor","slowdrying","slowincrease",0,16,0
"917",17,"poor","slowdrying","slowincrease",0,16,0
"918",18,"poor","slowdrying","slowincrease",0,16,0
"919",19,"poor","fastdrying","fastincrease",0,16,0
"920",20,"poor","fastdrying","fastincrease",0,16,0
"921",21,"poor","fastdrying","fastincrease",0,16,0
"922",22,"poor","fastdrying","fastincrease",0,16,0
"923",23,"poor","fastdrying","fastincrease",0,16,0
"924",24,"poor","fastdrying","fastincrease",0,16,0
"925",25,"poor","fastdrying","slowincrease",0,16,0
"926",26,"poor","fastdrying","slowincrease",0,16,0
"927",27,"poor","fastdrying","slowincrease",0,16,0
"928",28,"poor","fastdrying","slowincrease",0,16,0
"929",29,"poor","fastdrying","slowincrease",0,16,0
"930",30,"poor","fastdrying","slowincrease",0,16,0
"931",31,"good","consistent","consistent",639,16,6.46146817635372
"932",32,"good","consistent","consistent",525,16,6.26530121273771
"933",33,"good","consistent","consistent",876,16,6.77650699237218
"934",34,"good","consistent","consistent",585,16,6.37331978957701
"935",35,"good","consistent","consistent",572,16,6.35088571671474
"936",36,"good","consistent","consistent",546,16,6.30444880242198
"937",37,"good","slowdrying","fastincrease",0,16,0
"938",38,"good","slowdrying","fastincrease",0,16,0
"939",39,"good","slowdrying","fastincrease",9,16,2.30258509299405
"940",40,"good","slowdrying","fastincrease",36,16,3.61091791264422
"941",41,"good","slowdrying","fastincrease",0,16,0
"942",42,"good","slowdrying","fastincrease",0,16,0
"943",43,"good","slowdrying","slowincrease",0,16,0
"944",44,"good","slowdrying","slowincrease",18,16,2.94443897916644
"945",45,"good","slowdrying","slowincrease",0,16,0
"946",46,"good","slowdrying","slowincrease",0,16,0
"947",47,"good","slowdrying","slowincrease",0,16,0
"948",48,"good","slowdrying","slowincrease",0,16,0
"949",49,"good","fastdrying","fastincrease",0,16,0
"950",50,"good","fastdrying","fastincrease",0,16,0
"951",51,"good","fastdrying","fastincrease",0,16,0
"952",52,"good","fastdrying","fastincrease",0,16,0
"953",53,"good","fastdrying","fastincrease",0,16,0
"954",54,"good","fastdrying","fastincrease",0,16,0
"955",55,"good","fastdrying","slowincrease",0,16,0
"956",56,"good","fastdrying","slowincrease",0,16,0
"957",57,"good","fastdrying","slowincrease",0,16,0
"958",58,"good","fastdrying","slowincrease",0,16,0
"959",59,"good","fastdrying","slowincrease",0,16,0
"960",60,"good","fastdrying","slowincrease",0,16,0
